,평균기온(°C),일교차(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 전운량(1/10),오존(O3),미세먼지(PM10)
"('20F', '기초 화장용 오일/앰플')",-0.33710990743604263,0.01961585665890158,-0.07894760262402178,-0.06627741509033225,-0.16524870234437905,-0.10006336362603366,-0.37095073670209355,0.06457589371647704
"('20F', '기초 화장용 크림')",-0.5059790388797615,0.055996743726231805,-0.12793571045678467,0.060794972123566944,-0.2795670082026477,-0.14982112044980225,-0.33289946670010434,0.19448549311700436
"('20F', '기타 농산물')",-0.11281352978952922,0.038516322630383605,-0.03434116819316582,0.039403596929132784,-0.05278870702958871,-0.05044478327173125,-0.01979539467986861,0.06654878874513082
"('20F', '기타 주스류')",0.16372017642357023,0.011811638277958442,-0.04905788201587673,-0.02160372197498409,0.08189561174700144,0.006269875623776807,0.032428619160503075,-0.10251035806856787
"('20F', '기타 한방/환제품')",-0.04117936868020248,0.020113395020870114,-0.0009581850277706638,0.0494378975059026,-0.05909836594062918,-0.05768317790767079,0.012450829515062859,-0.023199166968818026
"('20F', '김치류')",0.19511546256224208,0.040705419328090554,0.02510093413984554,-0.04394724404963402,0.10268917447539214,0.0212476898195558,0.07890094119919959,-0.08651973250680668
"('20F', '꽃게')",0.13893971478974113,-0.049326124272844475,0.09827999608779436,-0.0035944318126231536,0.10010147628512962,0.07807822562593748,0.04156803021757071,-0.14349492591410243
"('20F', '나물')",-0.03537839359358566,-0.09086645730171093,0.07573902046284843,0.048322161093896344,0.04940593854688787,0.08132613138373627,-0.08174812772487901,-0.049164827346695195
"('20F', '낙지')",0.07436453815441918,0.05063579673255925,0.039646871562021596,-0.031762162039949034,0.021978139625580914,-0.017463404126614533,0.09056304424588056,-0.019630307026421656
"('20F', '난방용 열풍기')",-0.012377727520677766,-0.02646632880467832,0.008392412719875912,0.030198459641031395,-0.004102720036552716,0.03917675414160432,0.010546501357441788,-0.002175587420802255
"('20F', '남성 로션')",-0.3283808777309433,0.028980794630945564,-0.05411423724512888,0.022088447688667558,-0.15642951460127066,-0.09083821903889167,-0.194036654411088,0.14474657051206796
"('20F', '남성 메이크업')",-0.35582439904617164,0.06386409629943551,-0.06947365223628499,0.15912683708307626,-0.23305266032587946,-0.09176904129567973,-0.06353864434778625,0.1498580310932219
"('20F', '남성 선케어')",0.21374185902964377,0.11524775330336748,0.013887591383173904,0.014106529280479377,0.05924680204974235,-0.044786445841534066,0.24245731801225484,0.018934752553814414
"('20F', '남성 세트')",-0.35648950948485153,0.041774201529159026,-0.054508179433249246,0.014808267653259544,-0.1837480257532347,-0.0684468369644074,-0.18646651591615374,0.22030956293398138
"('20F', '남성 쉐이빙')",-0.028679130541076264,0.00016579389694314027,-0.0012303269792846858,0.02438962536918937,0.043576738683678284,-0.024199292031082772,-0.12530411183239534,-0.08926726213784165
"('20F', '남성 스킨')",-0.14274570865074968,0.04328964306900397,-0.07978342261204589,0.060598946782575006,-0.14626495111200802,-0.0778455459171065,-0.011287176277244647,0.1076722098076084
"('20F', '남성 에센스')",-0.30033222267562837,0.028150725608630613,-0.05261520504583049,0.07406644538160642,-0.19599273976029513,-0.08206899766994581,-0.1202259222110819,0.0870376661103181
"('20F', '남성 크림')",-0.10361053713138352,0.1024385563996743,-0.03685372938250171,0.014680672256432657,-0.11618703589908479,-0.03902249839011283,0.0179636160518511,0.12112844123330341
"('20F', '남성 클렌징')",-0.05641757007194164,0.004106467271437754,-0.001089831188635292,0.01758471978980018,-0.05863902067328507,-0.01890364906559914,0.008678802230637137,0.0657095700836692
"('20F', '남성향수')",0.07114746201022672,0.08559642835042784,-0.028926684832015524,-0.005734915179076567,0.012484061645374534,-0.0036204056994011183,0.06619422371719993,0.00246302505033917
"('20F', '냉풍기')",0.4172040766165549,-0.06856187178838888,-0.00018822102809196877,-0.07085279393499594,0.15321162700367227,-0.03896985803602157,0.14619048784503638,-0.11568950747224177
"('20F', '네일 메이크업 용품')",0.28889524722146764,-0.030552668910744034,0.03630266424861038,-0.015181827790935425,0.11842699281370392,0.09915735020017727,0.23415034903133555,-0.007665023173361327
"('20F', '네일관리 소품')",0.05331297828285927,-0.023792020547973636,0.00039308342841542376,0.018166737481973345,0.024711621854790203,-5.5252590158981944e-05,0.03872300280183924,0.06641804691378164
"('20F', '네일리무버')",0.07477304515733602,-0.021735766478581744,0.03458792897541546,0.06406413941378758,-0.009478007123028993,0.028496622680118294,0.1206249498160058,-0.05858901871526975
"('20F', '네일세트')",0.17840367984075808,-0.07768126433908613,0.14170129441343887,0.001104563162758709,0.13703559045103259,0.10657528816105374,0.09558804106114199,-0.1070652845292201
"('20F', '네일아트')",0.282938511190752,-0.04125107367856269,0.027450327107511253,0.008829460061589113,0.14050431783196493,0.06307480796038605,0.18418864356345804,-0.1141137721084799
"('20F', '네일컬러')",0.1463801123974452,-0.11342955040495487,0.017140868327478583,0.059602978837602835,0.1084902412543308,0.12255433753230444,0.10700175052609025,-0.09891560170906788
"('20F', '네일케어')",0.04931707401028155,0.002459322018814719,-0.0701696210372638,0.013766360100089048,-0.04719649322363106,-0.03053537740728776,0.019308860805292087,-0.012938667633503896
"('20F', '녹차')",-0.13990721385205726,0.0409675365985316,0.02290693690864959,0.11649904307769218,-0.028093407641630798,-0.03512509647369181,-0.08100752018075337,0.06852121852546345
"('20F', '느타리버섯')",-0.04241745671048023,-0.04108752796788405,0.01774847743675682,0.08399957570114369,0.022942259948646265,0.030743870831740457,-0.04308420397066238,-0.07355447541623951
"('20F', '다이어트보조식')",0.07201978590569803,-0.008756451219958238,0.0674704178495679,0.08040569960345119,0.027585395249525364,0.08519411457958914,0.1551227731751441,0.05523261561097867
"('20F', '다이어트용 헬스보충식품')",0.17964794836039422,0.03328486158746366,0.049857713642837136,0.025002829774162804,0.07818729978491779,0.08602439725960832,0.23291745754241044,0.01576082361445235
"('20F', '닭 양념육')",0.07081651615415384,-0.09813675964873493,0.06254846080965216,0.02285190634218397,0.11744229740885272,0.09214811815717254,0.0007653793926829557,-0.08629410390284674
"('20F', '닭가슴살')",0.17462451628603404,-0.01165782214132205,0.06810426313329222,0.030114819156135005,0.12956620762572413,0.06751416188162981,0.1022734118183334,-0.044703809417651494
"('20F', '대게/킹크랩')",-0.20221993924970022,-0.01796464646748434,-0.06677024061430632,0.014800025053512994,-0.10183464554219109,-0.05467039489660655,-0.15715237577966135,0.0005746672902832417
"('20F', '더치커피')",0.23101533771732904,-0.0006131393502531053,0.10866352097045795,0.027469856461295863,0.11188084444880156,0.08745719867609086,0.22882328920120287,-0.04505860905612824
"('20F', '데오드란트')",0.4386625272962088,0.12561927657105942,0.02360970789517598,-0.012909013101499849,0.11682058761419498,0.05859261176547343,0.5412312028050809,0.044664369930776986
"('20F', '도라지/더덕')",-0.1459436176374872,-0.014311305304270073,-0.013220338595301293,0.0007001064614857584,-0.005332372454528872,-0.019553267246002447,-0.1504816938567563,0.04148341954873869
"('20F', '돈풍기')",-0.07406977997430611,0.0046859340105107564,-0.011926411212144107,-0.026912114299440442,-0.020087209535051404,0.029871082308724095,-0.06239589046230527,0.058146000187725914
"('20F', '돼지 곱창')",0.1196363665073425,-0.1649894448587052,0.05999549708391589,-0.06919936348487159,0.16381904338254966,0.11256054489309472,-0.11721279450007838,-0.2486009935209639
"('20F', '두유')",-0.048677473698960305,0.02671196229564526,0.05120019470396107,0.03964158482146019,-0.014847515423853406,0.002373207807601807,0.02446279369567606,0.07186075042649732
"('20F', '둥굴레차')",-0.3611982238262453,0.13638543275035292,-0.13305020903265496,0.04592704730299952,-0.27091314562044894,-0.17582449715648332,-0.1812193115561223,0.19618908151822415
"('20F', '딸기/복분자/블루베리')",-0.49178191785157566,0.045012579346623005,-0.0997086783200839,0.13730845581372564,-0.2708809417399633,-0.08002193646763388,-0.20280347251942002,0.25724006404311006
"('20F', '딸기우유')",-0.42593922596714684,0.07020851227108241,-0.033050144881015944,0.1908723167499007,-0.22255516139444095,-0.0447996790051076,-0.07206123074611412,0.22916838391425856
"('20F', '라디에이터')",-0.39670606320561436,-0.0025024109169544412,-0.07356820665971796,0.011879341927784897,-0.21426745852036122,-0.17055839208552978,-0.3490612514158628,0.034296463930975775
"('20F', '랍스타')",-0.2613429691982324,0.02327662618229341,-0.07057381282299464,0.04170793650632616,-0.16412253372518845,-0.07081899439003249,-0.16009898322603655,0.12052381749739903
"('20F', '레몬/자몽')",0.21745172657863268,0.04771392307740392,0.05327899802434418,0.08689091149354092,0.08890413264001415,0.08897268094509836,0.2981979522904308,0.02110875486487254
"('20F', '루테인/눈 영양제')",-0.2274703958716812,-0.0022086123101750523,-0.11039345687312328,-0.006742199727114506,-0.12542129588457418,-0.04265464554481469,-0.15944969549549162,0.0697311656038999
"('20F', '린스')",-0.2351727192946091,0.07098961905742167,-0.026209293018315812,0.012835708018715312,-0.16226760392967637,-0.07447976685387359,-0.12903511588261996,0.1924529366544178
"('20F', '립앤아이 리무버')",-0.14512802518532975,0.07627418817101198,-0.05805202673231408,0.031607256601698816,-0.12924207291537718,-0.01955330553739605,0.03751340684862068,0.1028936277047968
"('20F', '마/야콘')",0.15649423983977723,-0.11651133611559378,0.06236074838096458,0.05004856576439626,0.14550973480609058,0.06504651406170728,0.013591463395633328,-0.0993131493996466
"('20F', '마늘/생강')",-0.023585344378237078,-0.03844505227737535,0.04157076511831808,0.0029991656698835378,0.04715420086673901,0.04981020742702575,-0.03751952753400448,-0.02741476935860627
"('20F', '멀티형 에어컨')",0.21231454679976836,0.13222722526314173,-0.06438482025877505,-0.004960471235885385,-0.037843706126107456,-0.07037690456001776,0.32544312522928903,0.06216503878548246
"('20F', '메이크업 박스')",-0.08338032808769316,-0.0013164272285563364,-0.01689622701271227,-0.02105379893905114,-0.020187683390811777,-0.044394938677463094,-0.06222256457595764,0.09743103809708605
"('20F', '메이크업 브러쉬')",-0.38452849767988523,-0.005846327627419039,-0.07505140028245728,0.10163518003582898,-0.26580399337703103,-0.02729431955876857,-0.08692026107945092,0.15039763111735602
"('20F', '메추리알')",-0.04072242906460864,-0.006025663104863456,0.02844783597058362,0.040567707799875445,0.01381216630177171,0.02955296683158638,0.059684721289499316,0.08819100314191369
"('20F', '명태/동태')",-0.0465146292982945,-0.03869154107170484,-0.03930743713898401,0.05750648759693455,0.003006764600154067,-0.018384897268845433,-0.033431065277622,-0.05738662226581827
"('20F', '무/배추')",-0.13626245991258035,0.0014249740001474667,-0.055629962072482664,0.025741742403085095,-0.07300166937598816,-0.053640475546602055,-0.10769561458599747,0.08776141329167965
"('20F', '무김치')",0.33328097297549614,-0.010879553841108464,0.10222400393463689,0.03329611400024505,0.17732796262675524,0.07075651932196751,0.23651445769802207,-0.11875829157796199
"('20F', '문어')",0.08172435464099512,-0.08220281584740109,0.05181563005616642,-0.027502300176041623,0.10061163387050501,0.04925428166996154,-0.06669651417247172,-0.10813170830224536
"('20F', '물김치')",0.05943655074355506,0.05436190309599757,-0.022052022468243986,0.08380247610642147,-0.016226950080405412,-0.0027618108501836426,0.15907641977711362,0.023782411104855263
"('20F', '미나리')",-0.100862180220315,0.11222270521929391,-0.03489691560193852,0.08470102794523865,-0.0678858259494236,-0.011791281655887168,0.07755944966289226,0.12003608813360893
"('20F', '미숫가루/곡물가루')",0.30212939457571425,-0.004607058828760676,0.03437913382385131,-0.06281709088051018,0.12357805526375741,0.076797241496692,0.17202108686145862,-0.13239060181880116
"('20F', '미용가위')",-0.040021836553198804,0.040018317917918246,0.02893138398188065,0.002661871529594915,-0.03212245708189241,0.03897925368258333,0.03659412159153937,0.051729965102875815
"('20F', '믹스 채소')",0.0144966530448972,0.011152613776040281,-0.019965267649121782,0.006393856464853347,0.01416741130364516,0.017870007684828125,-0.030103233659369413,-0.06773755229588817
"('20F', '밀크티/티라떼')",0.0561800107636215,0.06957343193434605,-0.040105240030727705,0.021644863147713876,0.03682364457667811,0.004204242224630797,0.1270331715871241,-0.057517242826173355
"('20F', '바나나/파인애플/망고')",0.288084004363442,-0.03605959292799983,0.0901878665911658,-0.01669675792423365,0.19294554344024656,0.0972396192966258,0.13097167134794924,-0.04528574255542461
"('20F', '바나나우유')",-0.07088075929652164,0.09378353165638628,0.014705171798818728,0.1284771867866139,-0.034780379140965455,0.01365363360859497,0.1481779649608883,0.13615453001606945
"('20F', '바디 보습제')",-0.3284266871138898,0.0492215275202087,-0.07238042778017324,0.005122526629702697,-0.14907569814422916,-0.05793145209537726,-0.24089946622696018,0.14758946884871557
"('20F', '바디 세트')",-0.30941253976074773,0.06677256124607947,-0.044506710640180525,0.05872281382851591,-0.16927611273868307,-0.10855688827082693,-0.11399585925045536,0.18273844446195148
"('20F', '바디 스크럽')",0.11702371442122327,0.04739352015093933,0.012667629317360844,-0.024463676708174995,-0.011559593646519081,0.011221165976996487,0.10605190376775225,0.03691337310803275
"('20F', '바디 클렌져')",0.23906122885546116,0.030708817338154597,0.04402619837696548,0.0365201458332933,0.093260124098505,0.06228309109134135,0.3010027970079135,-0.04680919320021317
"('20F', '바디케어용 땀패드')",0.23400369040991414,0.16542110025509055,-0.00425375558714651,-0.01542136944117513,0.022824639330162058,-0.0008425047688852806,0.34340454643400364,0.09354541250879678
"('20F', '바디케어용 때비누')",-0.0964674154059461,0.02171536006963053,0.08003623427146438,0.020357662512162627,-0.0299545205638969,0.06442586833319465,0.016275243907927825,0.1745349712735527
"('20F', '바디케어용 볼륨업크림')",-0.055051110537949303,0.08739919803821414,-0.021720887117779003,0.16593267339732293,-0.1083342282673503,-0.05586134203773619,0.1941731359354876,0.08051306725284525
"('20F', '바디케어용 슬리밍')",0.16456781040096563,-0.09888015193829848,0.16667793718574553,0.020670079125821167,0.1548446515071032,0.059397774855874615,0.058052740240458214,-0.10763813341287452
"('20F', '바디케어용 제모제')",0.4338020551820213,0.08122476003149078,0.07491088877554876,0.03712327548622386,0.13419101021757013,0.09735801051777107,0.5355028970371355,-0.0059774427599513765
"('20F', '바디케어용 청 결제')",-0.017239700097665775,0.04239814446933851,-0.02194240905549898,-0.01172310197085013,-0.05399535813333218,-0.013327220840902517,0.00498204718900777,0.012422397424268913
"('20F', '반건조고구마')",0.12998853112423003,-0.006711114275986323,0.0982548061193183,0.06371606328111536,0.13385181387705603,0.07417221146902035,0.15253930965639623,0.029547720101123835
"('20F', '반찬류')",-0.11039579936841491,-0.11161777499375797,0.048015440098582725,0.05004994603396921,0.061274218134060456,0.040505544304521815,-0.18438708268880355,-0.04714956039895195
"('20F', '배/포도/과일즙')",-0.3880733577608276,0.09766659965527075,-0.10694186960845997,0.10606887551602974,-0.22122787425637935,-0.12773763075356967,-0.1565782012926057,0.19698343977040017
"('20F', '배추김치')",0.3566873238833176,-0.07981647698034088,0.11480273414451925,-0.08771815368241931,0.2711257125909824,0.0902184899016027,-0.016671501279377964,-0.26711416566384366
"('20F', '백김치')",0.004688522552779909,-0.01139161963283286,0.03177760893539909,-0.04417419453280934,0.055263566737285476,0.016090084862456742,-0.03304829723906762,0.018016568951052105
"('20F', '베이스 메이크업 세트')",0.02638258841130394,0.004801570646754419,0.014218943592395197,-0.005593243047627191,0.05824059464381533,0.0053942833596711285,-0.013476594816743133,-0.008781778931152113
"('20F', '베이스 메이크업용 BB크림')",-0.11326662586770554,0.03679087274079751,-0.02503956695963438,0.07981601464610932,-0.08928706412701494,-0.06340877533875364,-0.011915712814880321,0.09365290613228427
"('20F', '베이스 메이크업용 CC크림')",-0.05123800094634616,0.06335093398611526,-0.027158838277405277,0.07987491212712271,-0.0559925351291832,-0.02974912657614866,0.051760465406311865,0.062073655649150176
"('20F', '베이스 메이크업용 가루파우더')",-0.07735326175849021,-0.04879705886879958,-0.004543816183798772,0.05585949777765093,-0.013154056984286533,0.03826422072194821,-0.009229553760369954,0.06043787445949923
