20대 여성 판매량(개),20대 남성 판매량(개),30대 여성 판매량(개),30대 남성 판매량(개),40대 여성 판매량(개),40대 남성 판매량(개),50대 여성 판매량(개),50대 남성 판매량(개),60대 여성 판매량(개),60대 남성 판매량(개)
0.35406494,0.6093979,0.86307526,1.3213091,0.5982208,1.2724209,0.24709988,0.5929241,0.09629607,0.2607038
0.35640526,0.6134472,0.8625908,1.328332,0.5867348,1.2745943,0.24036407,0.59035826,0.09529281,0.2604742
0.3442974,0.61072206,0.8448677,1.3238354,0.5741272,1.2705297,0.23524094,0.58838844,0.09435058,0.25972724
0.3385353,0.60031414,0.8425827,1.2903557,0.6338062,1.2601118,0.27118492,0.60133266,0.09961057,0.26071715
0.35171986,0.60758686,0.85692215,1.3139458,0.6015854,1.2676973,0.25026512,0.5920081,0.09647155,0.25971627
0.3623457,0.6065192,0.8790245,1.3110247,0.62332916,1.2660227,0.25886154,0.5924163,0.097596884,0.25905752
0.3584776,0.61380196,0.8665352,1.3340597,0.5758362,1.2753096,0.23321247,0.5864916,0.094114065,0.25937963
0.35943413,0.61391735,0.8681698,1.331809,0.5837898,1.2753038,0.2376213,0.5888338,0.09484768,0.25999665
0.35871696,0.6138687,0.8654518,1.3285751,0.5867233,1.2736368,0.2397213,0.58928156,0.095109224,0.25997663
0.35655499,0.61260796,0.86260414,1.3251648,0.58969116,1.2722797,0.24181557,0.5902896,0.09541392,0.26008582
0.35222435,0.6077938,0.8604202,1.3181143,0.59906197,1.2702999,0.24770355,0.5923848,0.0962441,0.2603066
0.36254215,0.61257935,0.87898445,1.3327742,0.5959377,1.2781973,0.24283218,0.5909581,0.09575701,0.26069808
0.36890125,0.618083,0.88526917,1.3404198,0.5852165,1.2784452,0.23490715,0.58654404,0.094459295,0.25965595
0.36300945,0.6180754,0.86764526,1.3311777,0.5759144,1.2699671,0.23264408,0.5837035,0.093734264,0.2577691
0.3604412,0.60609627,0.8748436,1.3047619,0.6308899,1.2632198,0.26408958,0.59442186,0.09832978,0.25908685
0.3598776,0.6095953,0.8743286,1.3212881,0.60883904,1.2723751,0.25120544,0.5927186,0.09674692,0.26024985
0.34905243,0.6089158,0.8531532,1.3216181,0.59044266,1.2729158,0.24456215,0.5924182,0.09589124,0.26076436
0.3555174,0.60854626,0.86722946,1.3197117,0.60811806,1.2731514,0.25235367,0.5943718,0.09704709,0.26083922
0.36613274,0.6161976,0.88023376,1.3350897,0.5979862,1.2797728,0.24408913,0.59143114,0.095948696,0.26084518
0.35395432,0.60568905,0.8664913,1.3137732,0.6177292,1.2712278,0.25828266,0.59576416,0.09780812,0.26077294
0.36173248,0.6081362,0.88163185,1.3216105,0.62150764,1.275775,0.25757122,0.5955434,0.09780288,0.26099992
0.35791588,0.61335945,0.86660385,1.3343048,0.5819092,1.277915,0.23690224,0.588655,0.094738245,0.2601266
0.34598446,0.60398626,0.8521004,1.3138952,0.59929276,1.2693777,0.24979305,0.593245,0.096455574,0.26019692
0.3352127,0.59578323,0.8393135,1.2931643,0.6210804,1.2610788,0.2646017,0.59843206,0.09848857,0.26031375
0.35300732,0.6044555,0.86483,1.3133078,0.6120453,1.2694426,0.2552929,0.593719,0.09725118,0.25990605
0.3566103,0.6053009,0.8694954,1.3145323,0.60979843,1.2680082,0.25349045,0.59059095,0.096771,0.2586863
0.3623247,0.6094699,0.8785057,1.3221159,0.61019135,1.2725,0.25207233,0.5921354,0.09688997,0.25986075
0.3662958,0.61364365,0.8831291,1.3333502,0.597641,1.2777929,0.2436943,0.5901408,0.09585643,0.26028705
0.36197662,0.61336803,0.87464523,1.331666,0.5930748,1.2769365,0.24233055,0.59039307,0.09563708,0.2604804
0.35631466,0.6117873,0.8621712,1.3223248,0.5963936,1.2722349,0.24645805,0.59193945,0.09613824,0.26039863
0.35774994,0.6077366,0.8696079,1.3147984,0.61224365,1.2687798,0.2541771,0.5931392,0.09713411,0.26002145
0.3585062,0.6096525,0.87023544,1.3208723,0.6033306,1.2713289,0.24885178,0.59170103,0.096404314,0.26007342
0.35930157,0.6114092,0.87098503,1.326642,0.59599876,1.2743177,0.2445097,0.5910368,0.09588313,0.2603519
0.35630035,0.6117072,0.8648071,1.3282061,0.5883732,1.2750273,0.24111557,0.5905366,0.095410585,0.26047397
0.34860325,0.6104655,0.84931755,1.3237505,0.5822258,1.272893,0.24030972,0.5909972,0.09523702,0.26057124
0.3457613,0.6079974,0.8479881,1.3199186,0.58838654,1.2721691,0.24399376,0.5928407,0.09579182,0.2608807
0.34813595,0.60972166,0.85217285,1.3263521,0.5836849,1.2758007,0.24049759,0.59225893,0.09538865,0.26119375
0.34495068,0.6052046,0.8501587,1.3141642,0.6025677,1.2712326,0.25212097,0.59526443,0.096930265,0.26114893
0.35055637,0.60636806,0.86226463,1.319109,0.6072159,1.2743597,0.25243187,0.5955014,0.09707737,0.26142907
0.348588,0.6090479,0.8572922,1.327343,0.5899811,1.2775183,0.24296093,0.5929413,0.0957396,0.26139736
0.34240627,0.60773563,0.85167503,1.3346319,0.5816536,1.2847462,0.23930359,0.5948529,0.09545255,0.26286387
0.3598013,0.60637856,0.8866062,1.3217516,0.637558,1.2805862,0.2653017,0.60027933,0.099090815,0.26262927
0.34416485,0.60738564,0.85658646,1.3336496,0.5889778,1.2846613,0.24240875,0.5953207,0.0958693,0.26268268
0.3483715,0.6091628,0.87314034,1.3503609,0.59204674,1.2985201,0.24103546,0.59839296,0.09615445,0.26472592
0.36356735,0.6158805,0.8981514,1.3643074,0.59975815,1.3069334,0.24099159,0.5988941,0.096425295,0.26548028
0.35932636,0.6114688,0.8929138,1.3539839,0.61164093,1.3033581,0.24941921,0.6022353,0.09762502,0.26580548
0.38504505,0.6093836,0.94410324,1.3347454,0.6912956,1.2961235,0.28718758,0.6095085,0.102933645,0.26513362
0.3843546,0.61143446,0.9427128,1.3434477,0.6791096,1.300931,0.2803917,0.6083684,0.10207772,0.26550412
0.37142277,0.6118355,0.9196758,1.3532076,0.6464653,1.3067598,0.26538467,0.60695314,0.10010648,0.2664659
0.35978222,0.6061077,0.90167046,1.3402405,0.6502266,1.3011198,0.27080536,0.60911417,0.1007278,0.26645637
0.3764286,0.609118,0.9318619,1.3432817,0.6750183,1.3034487,0.2801981,0.6106448,0.10221028,0.26641536
0.38104057,0.61073875,0.9410629,1.3496065,0.6747246,1.3070135,0.2783985,0.61026096,0.102077246,0.26657367
0.3694439,0.61385155,0.9144783,1.3582029,0.6356163,1.3091955,0.25978184,0.6061778,0.09937978,0.26670623
0.37754726,0.60941553,0.9350014,1.3434324,0.679821,1.3043079,0.28264046,0.611537,0.10263848,0.26660395
0.4081602,0.61898565,0.98737717,1.3639174,0.69737244,1.3143225,0.28414726,0.6100941,0.1032002,0.26651216
0.3799467,0.60957575,0.93930435,1.3440008,0.6869087,1.3061666,0.2865467,0.61274767,0.103280306,0.26681948
0.38021278,0.60357,0.9495888,1.3328257,0.71329117,1.3022547,0.29985046,0.6162939,0.10519481,0.2667911
0.40219498,0.61703634,0.9777756,1.3591833,0.697731,1.3127117,0.28617477,0.61110353,0.103441,0.2665751
0.39838028,0.6157851,0.9722252,1.3607178,0.6889267,1.3132038,0.28183746,0.6099191,0.10277915,0.26647735
0.37782001,0.61322784,0.9340706,1.3528328,0.6641598,1.3072453,0.2729292,0.60826635,0.1011765,0.2661326
0.3483801,0.5996995,0.888113,1.3213701,0.6749859,1.2951994,0.28788185,0.6157441,0.10316205,0.26694965
0.37145805,0.602993,0.93356514,1.3378363,0.69542694,1.3062735,0.2929058,0.61618376,0.10431671,0.26739907
0.39043903,0.6081238,0.96489334,1.3457117,0.7120762,1.3101797,0.297369,0.616591,0.10519099,0.2674284
0.4022169,0.61801815,0.97772026,1.3690271,0.6870632,1.3197279,0.28066635,0.611711,0.10302591,0.2674694
0.40750694,0.61611366,0.98687744,1.3595324,0.70474243,1.3135481,0.28939056,0.611712,0.1040442,0.26646423
0.41448784,0.6206198,0.9963913,1.3663282,0.70057297,1.3149004,0.28497982,0.60954905,0.103342056,0.2661023
0.40068913,0.617043,0.97530365,1.3635197,0.6903782,1.3157597,0.28260136,0.6115308,0.103093624,0.2671032
0.39140034,0.6093402,0.9644489,1.3442345,0.71216965,1.3081789,0.297472,0.6154628,0.10507989,0.26705098
0.40132236,0.61434937,0.9793377,1.3570919,0.7059994,1.3141613,0.29136086,0.61392164,0.104403734,0.2672608
0.39261246,0.61228323,0.964592,1.3542814,0.6979084,1.3131046,0.28923416,0.6139178,0.1040287,0.26736212
0.3979845,0.6128435,0.9748993,1.3551512,0.70656586,1.3140783,0.29262543,0.6148391,0.104619265,0.2675035
0.40558147,0.6139331,0.9883919,1.3550005,0.7176113,1.3135281,0.29664516,0.61490107,0.10518408,0.2671888
0.4098177,0.62152815,0.9910774,1.3762007,0.68709564,1.3224154,0.27807045,0.61027956,0.10269284,0.2674272
0.3878641,0.6167946,0.9505844,1.3665333,0.6646576,1.3171778,0.271492,0.6097145,0.10144353,0.26745915
0.3734522,0.60156727,0.940094,1.3309774,0.7126236,1.3034391,0.3014326,0.6184354,0.10552859,0.26747298
0.39383984,0.61323786,0.96702003,1.358244,0.6955795,1.315712,0.28748226,0.61402035,0.10388923,0.26769733
0.3965273,0.6113515,0.9732132,1.3516378,0.7088642,1.3119764,0.29413605,0.6146202,0.10473442,0.26717973
0.36056805,0.5969372,0.9184494,1.3224325,0.70170593,1.2979002,0.2984085,0.6173234,0.10481429,0.2668798
0.38250828,0.606596,0.95285606,1.3453388,0.7012863,1.3097639,0.29300976,0.6156349,0.1044786,0.26741242
0.3993368,0.6156225,0.97690964,1.3653975,0.69290733,1.3187771,0.28425026,0.6127248,0.10351205,0.26759934
0.40156746,0.61590004,0.9811611,1.3658094,0.69441795,1.3182774,0.28416348,0.6119461,0.10342908,0.26727676
0.39971733,0.61672163,0.9777489,1.3685303,0.6892853,1.3200293,0.28165817,0.61212206,0.1031363,0.26754117
0.3836279,0.6155844,0.9499893,1.3763323,0.65369415,1.3245058,0.26525688,0.6100855,0.10090423,0.26837087
0.3628912,0.60268354,0.91887665,1.3413,0.67944336,1.3087854,0.28606987,0.6160989,0.10340619,0.2679534
0.39920425,0.60836697,0.982296,1.3435545,0.7304096,1.3091593,0.30518723,0.61739683,0.10633588,0.26712656
0.21193314,0.22714567,1.3689651,0.7510214,2.158558,1.1429262,1.0544338,0.78886986,0.2291522,0.28746617
0.22511673,0.21925259,1.458931,0.7824707,2.2708435,1.1919222,1.1119595,0.8202348,0.24193025,0.29883528
0.17925835,0.20330524,1.3560162,0.7249832,2.19244,1.1336355,1.0755863,0.79329824,0.23136163,0.2871976
0.17280006,0.2007122,1.3374767,0.7153425,2.1738014,1.1224327,1.0665817,0.7875762,0.2290299,0.2848221
0.22704601,0.23502874,1.4125366,0.7744646,2.2014923,1.1690454,1.0749779,0.8020477,0.23448682,0.29310036
0.22612858,0.215271,1.476059,0.7804365,2.2916336,1.1923437,1.1209154,0.8213639,0.24286962,0.29843855
0.23626804,0.21899128,1.4938774,0.79061985,2.3033867,1.2022018,1.1262436,0.82544327,0.24445796,0.3000995
0.21231937,0.2089243,1.4440479,0.76514626,2.2640057,1.1765814,1.1077652,0.8133359,0.2391963,0.2946875
0.1967907,0.20297623,1.4113846,0.7484131,2.2398224,1.1600618,1.0969362,0.8057761,0.23615289,0.29144013
0.20180416,0.20035648,1.4372883,0.75634575,2.2692547,1.171917,1.1117821,0.8133025,0.23935294,0.29383218
0.20390224,0.20499516,1.4211082,0.7519579,2.245716,1.1627417,1.0998325,0.8062978,0.23701859,0.2917564
0.2508936,0.21791458,1.5299397,0.8048725,2.335806,1.2190742,1.1427631,0.8346219,0.24840093,0.30298924
0.32404232,0.23901129,1.713726,0.9015837,2.4906273,1.3232288,1.2178268,0.8906579,0.26836085,0.32447743
0.2615509,0.21771145,1.5796852,0.82402706,2.3858547,1.2434607,1.1664848,0.849895,0.25374722,0.30876863
0.27406406,0.22477627,1.5928192,0.8339796,2.39143,1.2510166,1.1687222,0.85176516,0.25487065,0.3095641
0.30943108,0.22035503,1.7131538,0.8769779,2.5183105,1.3084717,1.232749,0.88819265,0.2689402,0.32072532
0.24871445,0.20547485,1.5591736,0.80655766,2.380968,1.2301207,1.1660986,0.84487534,0.2521255,0.30431116
0.20568371,0.19046497,1.4714584,0.7634468,2.3154545,1.1877928,1.1366377,0.82493544,0.24409604,0.29620337
0.20011616,0.20077944,1.4155769,0.7481413,2.2422218,1.1599398,1.0987864,0.8051915,0.23645377,0.29064214
0.22353363,0.20769215,1.4760399,0.7756758,2.296299,1.1905956,1.1245327,0.82148314,0.24308467,0.29740536
0.21030712,0.20723724,1.4421616,0.7632837,2.2667542,1.1760454,1.110529,0.8138361,0.23983169,0.2946403
0.22396088,0.2076993,1.4790974,0.77769375,2.2971172,1.1921816,1.1242332,0.82195044,0.24299908,0.29749322
0.24076748,0.20918322,1.535162,0.7999201,2.354702,1.2201357,1.1528244,0.8386631,0.24971676,0.3036239
0.2823534,0.2204771,1.6291885,0.84515285,2.432785,1.2682104,1.1900501,0.8632617,0.25943184,0.3129971
0.27275467,0.2207079,1.5926247,0.8299742,2.3924541,1.2476807,1.1694221,0.8503537,0.25453448,0.3081348
0.27450657,0.22135448,1.5962563,0.8333998,2.395256,1.2511063,1.1709805,0.8522363,0.25497818,0.30858946
0.28132153,0.21512794,1.6307602,0.84158707,2.4394722,1.2663679,1.1941891,0.8636508,0.25951076,0.3112563
0.2616377,0.21270132,1.5680885,0.8163719,2.3749523,1.2347488,1.1620235,0.8443618,0.25191092,0.30412424
0.25519085,0.21259165,1.5418358,0.80665016,2.345871,1.2215052,1.147604,0.8360181,0.24861598,0.3009994
0.2308588,0.20109367,1.5014915,0.7825632,2.3228378,1.200736,1.1383572,0.82779646,0.24542928,0.29723382
0.2225399,0.20753527,1.4600849,0.7716875,2.27141,1.1819735,1.1115646,0.8146081,0.24008226,0.29412222
0.32177162,0.2392273,1.7001266,0.89752483,2.475418,1.3174162,1.2104836,0.8864236,0.26661468,0.32254958
0.33974934,0.2237544,1.8002472,0.91751575,2.5937424,1.3539133,1.2701187,0.9147873,0.27829313,0.33036113
0.34014988,0.22241402,1.8151436,0.9179325,2.6170692,1.3587875,1.2817364,0.91848135,0.28061438,0.3321544
0.43824482,0.2441721,2.045,1.0250225,2.8106422,1.4732409,1.3765125,0.98167086,0.30457616,0.35351706
0.3486395,0.22180653,1.8279915,0.92132664,2.6283722,1.3615389,1.2868271,0.91978407,0.2812283,0.33055043
0.32511044,0.21949673,1.757843,0.8924074,2.561184,1.3265076,1.253603,0.89900446,0.27326941,0.32314014
0.2938652,0.2147398,1.6495132,0.8468828,2.4530296,1.2708044,1.2001266,0.864408,0.2603941,0.30989718
0.2929659,0.20758629,1.6488056,0.84032345,2.4591637,1.266717,1.2051296,0.8647499,0.26057553,0.3080548
0.24195099,0.20322132,1.5190449,0.79100704,2.3357792,1.2088089,1.1452932,0.83132505,0.24715638,0.29796672
0.23832798,0.21399498,1.4808826,0.78551006,2.2803764,1.1931276,1.1156015,0.81831074,0.24167109,0.2954018
0.22755909,0.21070623,1.4562492,0.7727375,2.2597733,1.1794786,1.105689,0.81123686,0.23910785,0.29270363
0.24476624,0.22209263,1.4723816,0.7881651,2.263033,1.1909246,1.1068802,0.8143778,0.24058318,0.29461884
0.23231316,0.21188259,1.4568138,0.77309227,2.2596397,1.1796227,1.1067295,0.8109908,0.2394805,0.29233313
0.22182941,0.20639801,1.4382057,0.76061535,2.2473717,1.1679869,1.1012497,0.8060651,0.23766017,0.29023504
0.2547369,0.21452999,1.5080261,0.7975979,2.3063927,1.2076225,1.1304893,0.8263488,0.24548054,0.29762554
0.2319498,0.19704056,1.4859238,0.7731743,2.3062325,1.1900816,1.1321344,0.82202864,0.24391818,0.29443872
0.20388508,0.19664574,1.411665,0.7446184,2.2352715,1.1558218,1.0972614,0.80249405,0.23599648,0.2883185
0.19786453,0.19804192,1.3912239,0.7365885,2.2143326,1.1454706,1.0867662,0.7965126,0.23366857,0.2866037
0.19105911,0.20292854,1.3592415,0.7281141,2.1772976,1.1315718,1.0681963,0.78770685,0.22991443,0.28408587
0.1992836,0.19658566,1.4034386,0.7407484,2.2313614,1.1527128,1.0957394,0.80158424,0.23562169,0.28838253
0.20360851,0.19984531,1.409977,0.74709034,2.231224,1.1571732,1.0946064,0.80281496,0.23581433,0.28925753
0.20275784,0.2031374,1.4031658,0.7448492,2.2240543,1.1535435,1.0906906,0.800539,0.23508,0.28905296
0.22103882,0.21084023,1.4424877,0.76734257,2.2519684,1.1752443,1.102767,0.8104348,0.23864293,0.29331863
0.2696247,0.21037865,1.5859661,0.82215595,2.3884926,1.2416563,1.1686468,0.84816027,0.25364876,0.30572128
0.33510876,0.23224068,1.7100945,0.89734554,2.4824657,1.3166599,1.2152519,0.88573694,0.2673025,0.31938267
0.27561283,0.2069521,1.6031189,0.8269491,2.413845,1.2507219,1.1836853,0.8550849,0.25675893,0.3066795
0.2273159,0.20129824,1.4829655,0.7749777,2.3044968,1.1914263,1.1303406,0.82242346,0.24388576,0.29568708
0.26741982,0.2030592,1.5885906,0.8170519,2.4010696,1.2402182,1.1770191,0.8502898,0.25461078,0.30464554
0.28303432,0.19742107,1.6392517,0.8296404,2.4555225,1.2591181,1.2042685,0.8632717,0.26004386,0.30785775
0.2732706,0.19968605,1.6024895,0.81795216,2.414814,1.2426195,1.1838036,0.85225344,0.25584388,0.30478823
0.2879753,0.22075272,1.6006584,0.8451128,2.389492,1.2609568,1.1707993,0.856071,0.2559297,0.30875683
0.297534,0.21009731,1.6572838,0.8485241,2.4560604,1.2727175,1.2024307,0.8669667,0.2610309,0.3106525
0.360528,0.21821976,1.8116455,0.91179657,2.5968513,1.3439798,1.2716465,0.9084954,0.27744317,0.3239535
0.3557043,0.20739746,1.8221626,0.9032545,2.6183987,1.3405485,1.2830267,0.91054964,0.2785442,0.32315946
0.31782436,0.20445013,1.7357273,0.87207127,2.5440006,1.3066759,1.2479362,0.89102983,0.27081108,0.31776714
0.33569622,0.2237711,1.7468872,0.89947796,2.5290604,1.3258495,1.2386932,0.8955207,0.27134752,0.3218336
0.32697582,0.21362495,1.7398567,0.8829298,2.531004,1.3118353,1.2384796,0.8898282,0.2696333,0.31832838
0.27688694,0.20103931,1.613491,0.8236666,2.418314,1.2466402,1.183239,0.8529382,0.2555344,0.30445564
0.25476265,0.2068119,1.532959,0.7987175,2.33325,1.2120218,1.141531,0.83048487,0.24679732,0.2977394
0.24511814,0.20738888,1.4976807,0.78562164,2.296877,1.1953096,1.1241131,0.8203273,0.24292397,0.2943443
0.2268362,0.19900703,1.4681206,0.76790905,2.2805538,1.1801348,1.117753,0.8147516,0.24069858,0.29184115
0.26752186,0.22093678,1.5254936,0.81139755,2.3075123,1.216773,1.1289797,0.82880735,0.24572253,0.2983364
0.24490166,0.1999178,1.5140324,0.7867689,2.326332,1.2031517,1.141161,0.82856464,0.24621844,0.2963761
0.23812294,0.19594955,1.5058594,0.779191,2.3237953,1.1971521,1.1400814,0.82659006,0.24545789,0.29547453
0.25245476,0.1972189,1.5336113,0.78957844,2.3403473,1.206111,1.1461859,0.83002806,0.24690032,0.29648006
0.2610922,0.20822239,1.5387497,0.80079746,2.3354187,1.2130289,1.1426888,0.83059025,0.24715924,0.29773653
0.27786922,0.21446896,1.5738182,0.82164764,2.3679028,1.2355499,1.1597223,0.8426404,0.25174975,0.30197096
0.31139755,0.21751642,1.6449165,0.853817,2.423397,1.2687206,1.1864815,0.8606715,0.25841928,0.30749512
0.2651682,0.20572186,1.5595016,0.80854034,2.359356,1.2242651,1.1554184,0.8387165,0.24991155,0.30019712
0.29067898,0.20793772,1.6424007,0.84141064,2.4420128,1.2643862,1.195612,0.86309004,0.25918078,0.3088287
0.35797977,0.21640587,1.8166962,0.91255856,2.6014328,1.3458624,1.2730484,0.909873,0.2775967,0.32481527
